,lang,author_id,created_at,text,id
82,en,957937607471546369,2022-07-06T13:07:25.000Z,"Online Courses - Django 2.2 &amp; Python | The Ultimate Web Development Bootcamp -&gt; https://t.co/oJQOwr3S7k

#100DaysOfCode #html5 #NodeJs #Angular #WordPress #react #css3 #javascript #vuejs #Python #PHP #MongoDB #redux #Django #bootstrap4 #udemy #Coupons #Free #Discounts https://t.co/pvTT33eDFz",1544669348509257728
83,es,1543161385898713088,2022-07-06T13:07:10.000Z,"Regístrese hoy y obtenga un 87% de descuento 
👇
https://t.co/jcHCLYCPaS 
#creativecoding #coding #css #facebookads #Javascript #ReactJS #blender3d #python #AE #Java #tienda #100DaysOfCode #gamedev #openSource #dataScience  #animation #cinema4d
https://t.co/Tp2czetnCv",1544669285100003329
84,en,1528856711725031425,2022-07-06T13:05:35.000Z,"#coding #pythonprogramming #intelligence #investing #100daysofcode #python #algorithmictrading 
 
https://t.co/uX3J3JO8Di
 
Machine Learning for Algorithmic Trading: Predictive models to extract signals from market and alternative data for systematic trading stra…",1544668886125215752
85,en,1343372118,2022-07-06T13:04:12.000Z,"We deliver unique work 🌹   
 🔫 DM for value-based services  
 #Case study 
 #100DaysOfCode 
 #homework 
 #python
 #Case study 
 #Essay help
 #Case study 
 #Case study
 #Paper pay 
 #homework 
 #Homework  
 #Math 
 🚗 
 🐄 

 https://t.co/MrEPSqHB5x",1544668535946764289
86,en,331552579,2022-07-06T13:00:34.000Z,"#Python #Pro #tip 💡

When you're not really modifying the list and want to have some basic operations such as min, max or sum; use generators instead. ⚡️

They're huge memory savers! 💯

#coding #programming #100DaysOfCode #CodeNewbie #GettingResults #gettingthingsdone https://t.co/kbsw3A2StO",1544667620904882176
87,en,1332714745871421443,2022-07-06T13:00:01.000Z,"NEED a #JOB?
Sign up now https://t.co/o7lVlsCHXv
FREE. NO MIDDLEMEN
#WomenWhoCode #Programming #Coding #gamers #indiedev #IndieGameDev #indie #indieauthors #Science #LGBT #LGBTQ #Infosec #100DaysOfCode #cybersecurity #javascript  #GirlsWhoCode #Python #gamedevs #BTC #ETH #HR #NFT https://t.co/BABPKnvTgn",1544667484006928385
88,en,148001227,2022-07-06T12:59:58.000Z,"Don't be too hard on yourself. You might already be doing better than you think.

#CodeNewbie #DEVCommunity #100DaysOfCode #programming #JavaScript #python #java https://t.co/4Bv7FxxBEf",1544667471147401216
89,en,1417581554,2022-07-06T12:58:52.000Z,"#Python 🐍 tip:

You can create a nested dictionary from three lists, with dictionary comprehension and zip function.

🔥 🚀 

#100DaysOfCode https://t.co/TzySBeN46I",1544667194784501761
90,en,922109833637126147,2022-07-06T12:57:39.000Z,"[BEST] #Udemy Microservices with Node JS and React [2022 Edition] | +54 Hours Course 

➡️ https://t.co/xnbg1ph4NL 

#Microservices #Programming #JavaScript #Developer  #NodeJS #ReactJS #Redux #Programmers #CSS2022 #HTML5 #PHP #Python #100DaysOfCode #WomenWhoCode #CodeNewbies",1544666889929912325
91,en,1264433760,2022-07-06T12:56:37.000Z,"⚡️ #Infographic: #DataScience Timeline

v/ @FavioVaz RT @Khulood_Almani
#Data #Analytics #BigData #AI #Machinelearning #ML #IoT #IIoT #IoTPL #IoTCL #Python #TensorFlow #Web3 #blockchain #Fintech #Coding #100daysofcode #WomenInSTEM #business #Cloud #CyberSecurity #Tech #innovation https://t.co/1Gcg0m0pAs https://t.co/47CYsi5Cgu",1544666627689648129
92,en,1090133188561776641,2022-07-06T12:56:01.000Z,"How old is your programming language!

🎨cognitivecybersecurity
#Python #Nodejs #MachineLearning #100daysofmlcode #HTML5 #RStats #Serverless #AI #Flutter #Java #Developer #developers #100daysofcode #javascript #pythonlearning #technology #security #programming 
@CurieuxExplorer https://t.co/bkOwXemnnm",1544666476275126272
93,en,1372120672432844801,2022-07-06T12:54:39.000Z,"Coupons Free Discount - React, NodeJS, Express &amp; MongoDB - The MERN Fullstack Guide Courses -&gt; https://t.co/sAEPFMTxw8

#udemy #webdevelopment #javascript #Angular #React #CSS #Django #PHP #Python #bootstrap #vuejs #NodeJs  #html #WordPress #Redux #Vuex #100DaysOfCode",1544666133001019392
94,en,1372120672432844801,2022-07-06T12:53:47.000Z,"Coupons Free Discount - React - Mastering Test Driven Development Courses -&gt; https://t.co/1UCEuCRz8z

#udemy #webdevelopment #javascript #Angular #React #CSS #Django #PHP #Python #bootstrap #vuejs #NodeJs  #html #WordPress #Redux #Vuex #100DaysOfCode",1544665914821742593
95,en,813080485081600001,2022-07-06T12:53:20.000Z,"#100DaysOfCode 

Day 4

Language - Python

Learnings 

1)Randomisation in Python
2)Python Loops:-
For loops and While loops 

Project:
Built a random password generator",1544665804591202304
96,qme,4518345435,2022-07-06T12:52:35.000Z,"https://t.co/X4TwNQOX3W

#100DaysOfCode #algorithm #DEVCommunity #indiedev #Python #developers #career #codinglife #learntocode #programming #javascript #Coding #Java #DSA #pythonchallenge #pythoncode #FAANG #programmer 
#AI #MachineLearning",1544665615339855873
97,qme,1186608904718954498,2022-07-06T12:52:24.000Z,"https://t.co/MHpoWhddwx

#100DaysOfCode #algorithm #DEVCommunity #indiedev #Python #developers #career #codinglife #learntocode #programming #javascript #Coding #Java #DSA #pythonchallenge #pythoncode #FAANG #programmer #AI #MachineLearnin",1544665566996271104
